property_type,society,sector,price,price_per_sq_ft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,signature global solera,sector 107,0.5,7692.0,2.0,2.0,1,11.0,Relatively New,494.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,ireo the corridors,sector 67a,1.4,9433.0,2.0,2.0,2,8.0,Relatively New,1149.0,1.0,0.0,0.0,0.0,1.0,1.0,90.0,"28.3960° N, 77.0372° E",28.396,77.0372
house,independent,sector 39,1.8,21871.0,1.0,1.0,2,3.0,Relatively New,800.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4434° N, 77.0515° E",28.4434,77.0515
flat,dlf ridgewood estate,sector 28,2.0,14598.0,3.0,3.0,1,12.0,Old Property,1240.0,0.0,0.0,0.0,0.0,0.0,2.0,96.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,signature global city 63a,sector 63a,1.55,14783.0,2.0,2.0,2,2.0,Under Construction,1167.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.3923° N, 77.0888° E",28.3923,77.0888
flat,dlf the ultima,sector 81,2.26,10761.0,3.0,4.0,3+,17.0,New Property,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,housing board colony,sector 51,0.3,4630.0,1.0,1.0,0,0.0,Moderately Old,80.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,"28.4320° N, 77.0686° E",28.432,77.0686
flat,vatika emilia floors,sector 83,0.65,6190.0,2.0,2.0,2,1.0,Relatively New,950.0,0.0,0.0,0.0,0.0,0.0,2.0,174.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,bestech altura,sector 79,1.72,8000.0,3.0,4.0,3+,5.0,Relatively New,1695.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,prime habitat,sector 99a,0.27,5432.0,2.0,2.0,1,4.0,New Property,552.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,signature global city 92,sector 92,0.78,8047.0,2.0,2.0,2,2.0,New Property,1083.0,0.0,0.0,0.0,0.0,0.0,2.0,47.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,smart world orchard,sector 61,2.54,15500.0,3.0,3.0,3,2.0,Under Construction,1638.7096774193549,0.0,0.0,1.0,0.0,0.0,1.0,16.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,the close north,sector 50,2.65,11276.0,3.0,3.0,3+,3.0,Moderately Old,2491.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,"28.4178° N, 77.0628° E",28.4178,77.0628
house,independent,sector 53,4.65,17574.0,5.0,5.0,3+,1.0,Moderately Old,2646.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,dlf regal gardens,sector 90,1.78,8036.0,4.0,4.0,3+,8.0,Relatively New,2000.0,0.0,0.0,0.0,0.0,0.0,1.0,126.0,"28.4085° N, 76.9369° E",28.4085,76.9369
house,independent,sector 26,23.0,25556.0,4.0,4.0,3+,2.0,Relatively New,9000.0,1.0,1.0,1.0,1.0,0.0,2.0,145.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,ireo victory valley,sector 67,3.5,14583.0,3.0,4.0,3,24.0,Relatively New,2490.0,0.0,1.0,0.0,1.0,0.0,2.0,149.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,m3m the tree of life,sector 111,2.35,14551.0,3.0,3.0,3+,5.0,Under Construction,1615.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.5238° N, 77.0320° E",28.5238,77.032
flat,tulip violet,sector 69,2.0,9583.0,4.0,4.0,2,0.0,Relatively New,1889.0,0.0,0.0,0.0,0.0,0.0,1.0,157.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,emaar mgf the palm drive,sector 66,1.51,15130.0,2.0,2.0,2,5.0,Relatively New,1188.0,0.0,0.0,0.0,1.0,0.0,2.0,82.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,tata primanti,sector 72,3.5,11428.0,4.0,5.0,3+,16.0,Relatively New,2625.0,0.0,1.0,0.0,0.0,1.0,1.0,31.0,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,experion windchants,sector 112,4.25,11294.0,3.0,5.0,2,15.0,Relatively New,3000.0,0.0,1.0,0.0,1.0,0.0,1.0,72.0,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,shapoorji pallonji joyville gurugram,sector 102,2.12,11447.0,3.0,3.0,3,9.0,New Property,1571.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,tulip orange,sector 70,1.1,8148.0,3.0,2.0,2,5.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,vatika city,sector 49,1.72,7818.0,3.0,3.0,2,2.0,Old Property,2444.0,0.0,0.0,0.0,0.0,0.0,2.0,144.0,"28.4121° N, 77.0480° E",28.4121,77.048
house,independent,sector 2,5.6,17284.0,8.0,6.0,3+,2.0,Moderately Old,3240.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,dlf new town heights,sector 90,1.65,5683.0,4.0,4.0,3+,7.0,Moderately Old,2468.0,0.0,0.0,0.0,0.0,0.0,1.0,117.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sobha city,sector 108,2.9,14478.0,3.0,4.0,2,11.0,Relatively New,2003.0390937974853,0.0,0.0,0.0,0.0,0.0,1.0,108.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,godrej oasis,sector 88a,1.5,8108.0,3.0,3.0,2,3.0,Relatively New,2056.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,"28.4347° N, 76.9557° E",28.4347,76.9557
flat,dlf the skycourt,sector 86,1.6,8294.0,3.0,3.0,3+,9.0,Relatively New,1548.0,0.0,0.0,0.0,0.0,1.0,2.0,167.0,"28.3986° N, 76.9384° E",28.3986,76.9384
house,international city by sobha phase 1,sector 109,6.15,27333.0,5.0,5.0,3+,3.0,Relatively New,2250.0,0.0,1.0,1.0,1.0,0.0,2.0,130.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,raheja sampada,sector 92,0.65,4744.0,3.0,2.0,3,6.0,Relatively New,1240.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,dlf regal gardens,sector 90,1.65,7449.0,4.0,4.0,3+,15.0,Relatively New,2214.0,0.0,0.0,0.0,0.0,0.0,2.0,158.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,mapsko mount ville,sector 79,1.28,8557.0,3.0,3.0,3,16.0,Relatively New,1265.0,1.0,0.0,0.0,0.0,0.0,2.0,128.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,the lions cghs,sector 56,2.0,8333.0,4.0,4.0,3,8.0,Relatively New,2253.0,0.0,0.0,0.0,0.0,1.0,2.0,49.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,hsiidc sidco shivalik apartments,manesar,0.48,3840.0,2.0,2.0,3,7.0,Moderately Old,993.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,"28.3515° N, 76.9428° E",28.3515,76.9428
house,independent,sector 25,10.5,29022.0,5.0,5.0,3,3.0,Moderately Old,3618.0,1.0,1.0,0.0,1.0,0.0,1.0,42.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,tulip white,sector 69,0.9,6000.0,3.0,2.0,3+,1.0,Relatively New,1326.0,0.0,0.0,0.0,0.0,0.0,2.0,149.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,kiran residency,sector 56,1.54,8324.0,3.0,4.0,3+,5.0,Old Property,1900.0,0.0,1.0,0.0,0.0,0.0,2.0,98.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,indiabulls enigma,sector 110,3.79,9895.0,5.0,5.0,3,4.0,Relatively New,3466.0,0.0,1.0,0.0,0.0,1.0,1.0,125.0,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,mapsko mount ville,sector 79,1.2,8052.0,3.0,3.0,3,9.0,Relatively New,1321.0,1.0,0.0,0.0,0.0,0.0,2.0,104.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,orris aster court,sector 85,0.9,5671.0,3.0,3.0,3,8.0,Relatively New,1436.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,tata primanti,sector 72,3.85,13253.0,4.0,5.0,3+,13.0,Relatively New,2629.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,emaar mgf the palm drive,sector 66,3.45,15681.0,3.0,4.0,3,6.0,Relatively New,2000.0,0.0,1.0,0.0,0.0,0.0,2.0,95.0,"28.3925° N, 77.0541° E",28.3925,77.0541
house,international city by sobha phase 2,sector 109,7.0,12963.0,4.0,4.0,3+,2.0,Relatively New,5400.0,0.0,0.0,0.0,0.0,0.0,2.0,102.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,m3m the marina,sector 68,1.0,12500.0,2.0,2.0,3,21.0,Relatively New,889.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,smart world orchard,sector 61,2.2,13496.0,3.0,3.0,2,3.0,Under Construction,1811.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,signature global the millennia,sector 37d,0.55,9166.0,2.0,2.0,3,3.0,New Property,610.0,0.0,0.0,0.0,0.0,0.0,1.0,71.0,"28.4478° N, 76.9703° E",28.4478,76.9703
house,independent,sector 25,4.45,32963.0,4.0,3.0,3+,2.0,Moderately Old,1350.0,0.0,0.0,1.0,0.0,0.0,1.0,79.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,vatika lifestyle homes,sector 83,1.05,7500.0,3.0,2.0,2,1.0,Moderately Old,1600.0,0.0,0.0,0.0,0.0,0.0,2.0,106.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,pioneer urban presidia,sector 62,6.5,14987.0,4.0,4.0,3+,3.0,Moderately Old,3925.0,1.0,0.0,0.0,0.0,0.0,1.0,86.0,"28.4139° N, 77.0886° E",28.4139,77.0886
house,vipul tatvam villa,sector 48,7.25,27971.0,3.0,4.0,2,2.0,Moderately Old,2592.0,1.0,1.0,1.0,1.0,0.0,2.0,115.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,bestech park view residency,sector 2,0.95,6713.0,2.0,2.0,3,1.0,Moderately Old,1281.0,0.0,0.0,0.0,0.0,0.0,2.0,82.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,mahindra aura,sector 110,2.25,9266.0,4.0,4.0,3+,2.0,Relatively New,2350.0,0.0,1.0,0.0,0.0,0.0,1.0,152.0,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,corona gracieux,sector 76,1.05,5949.0,3.0,3.0,3+,7.0,Relatively New,1597.0,0.0,0.0,0.0,0.0,0.0,2.0,133.0,"28.3935° N, 76.9888° E",28.3935,76.9888
house,independent,sector 23,5.5,21825.0,8.0,8.0,2,3.0,Moderately Old,2520.0,1.0,1.0,0.0,1.0,0.0,2.0,76.0,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,mapsko casa bella,sector 82,1.25,6377.0,3.0,4.0,3+,8.0,Under Construction,1774.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,"28.3935° N, 76.9600° E",28.3935,76.96
house,sector 15 part 2 rwa,sector 15,10.0,22222.0,5.0,5.0,2,2.0,Old Property,4518.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.4621° N, 77.0464° E",28.4621,77.0464
house,ansals florence villa,sector 57,3.65,10580.0,6.0,6.0,2,3.0,Moderately Old,3450.0,1.0,1.0,1.0,1.0,0.0,0.0,152.0,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10041.0,2.0,2.0,2,10.0,Relatively New,1100.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,rof ananda,sector 95,0.2,5463.0,1.0,1.0,1,9.0,Relatively New,407.0,0.0,0.0,0.0,1.0,0.0,1.0,52.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,smart world gems,sector 89,0.9,8159.0,2.0,2.0,2,3.0,New Property,998.0,1.0,0.0,0.0,0.0,1.0,1.0,95.0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,zara aavaas,sector 104,0.4,7029.0,2.0,2.0,1,14.0,Relatively New,515.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,"28.4788° N, 76.9960° E",28.4788,76.996
house,independent,sector 82,7.0,21605.0,4.0,4.0,3+,1.0,Relatively New,3240.0,1.0,1.0,0.0,1.0,0.0,2.0,49.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,unitech fresco,sector 50,1.88,10479.0,3.0,3.0,3+,14.0,Moderately Old,1790.0,0.0,0.0,0.0,0.0,1.0,2.0,174.0,"28.4178° N, 77.0628° E",28.4178,77.0628
house,vipul tatvam villa,sector 48,6.4,24691.0,3.0,4.0,3,2.0,Relatively New,2592.0,1.0,1.0,1.0,0.0,0.0,2.0,148.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,laxmi pareena,sector 99a,0.3,6666.0,2.0,1.0,0,12.0,New Property,500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4561° N, 76.9542° E",28.4561,76.9542
house,independent,sector 26,18.25,18250.0,7.0,9.0,3+,4.0,Relatively New,11111.0,1.0,1.0,1.0,1.0,0.0,2.0,77.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,umang winter hills,sector 77,1.0,7500.0,2.0,2.0,2,3.0,New Property,1489.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,dlf new town heights,sector 91,2.0,6967.0,4.0,4.0,3+,16.0,Moderately Old,2468.0,1.0,1.0,0.0,1.0,0.0,1.0,65.0,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,raheja vedaanta,sector 108,0.85,4637.0,3.0,3.0,2,2.0,Relatively New,1500.0,0.0,1.0,0.0,0.0,0.0,1.0,65.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,ramprastha primera,sector 37d,1.02,6000.0,3.0,2.0,3,22.0,Under Construction,1538.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,signature global synera,sector 81,0.5,7886.0,2.0,2.0,1,11.0,New Property,704.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,unitech fresco,sector 50,1.14,8532.0,2.0,2.0,2,19.0,Moderately Old,1330.0,0.0,0.0,0.0,0.0,1.0,0.0,174.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,uphaar homes,sector 105,0.45,4736.0,3.0,2.0,1,1.0,Relatively New,1056.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,smart world gems,sector 89,0.95,8600.0,2.0,2.0,2,4.0,New Property,1226.0,1.0,1.0,0.0,0.0,0.0,1.0,38.0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,bestech altura,sector 79,2.69,12500.0,3.0,4.0,3+,3.0,New Property,2152.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,tulip violet,sector 69,1.95,9701.0,4.0,4.0,2,0.0,Relatively New,1819.0,0.0,0.0,0.0,0.0,0.0,1.0,157.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,bestech park view sanskruti,sector 92,1.5,7812.0,3.0,3.0,3,3.0,Relatively New,1738.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,alpha corp gurgaonone,sector 37,1.49,7590.0,3.0,3.0,3,6.0,Relatively New,1833.0,0.0,1.0,0.0,0.0,0.0,1.0,28.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,bptp mansions park prime,sector 66,3.0,10853.0,4.0,4.0,3,3.0,Relatively New,2700.0,1.0,1.0,0.0,1.0,1.0,2.0,174.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.0,2.0,2.0,2,12.0,Relatively New,828.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,indiabulls centrum park,sector 103,1.65,8250.0,3.0,3.0,3+,15.0,Relatively New,1683.0,1.0,0.0,0.0,0.0,0.0,1.0,38.0,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,apex our homes,sector 37c,0.38,4108.0,2.0,2.0,1,9.0,Relatively New,925.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,"28.4515° N, 76.9882° E",28.4515,76.9882
house,tata primanti,sector 72,8.6,12286.0,4.0,5.0,3+,3.0,Relatively New,7000.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,"28.4225° N, 77.0211° E",28.4225,77.0211
house,independent,sector 38,3.9,21242.0,6.0,6.0,3+,3.0,Moderately Old,1836.0,1.0,1.0,0.0,1.0,0.0,1.0,32.0,"28.4347° N, 77.0430° E",28.4347,77.043
flat,mapsko paradise,sector 83,0.75,5597.0,3.0,3.0,3,10.0,New Property,1162.0,0.0,0.0,0.0,0.0,1.0,2.0,49.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,ambience creacions,sector 22,2.55,13709.0,3.0,3.0,3,8.0,Relatively New,1860.0919104238087,0.0,0.0,0.0,0.0,1.0,0.0,125.0,"28.5072° N, 77.0640° E",28.5072,77.064
flat,the close north,sector 50,3.0,11516.0,3.0,3.0,3+,14.0,Old Property,2357.0,0.0,1.0,0.0,0.0,0.0,2.0,121.0,"28.4178° N, 77.0628° E",28.4178,77.0628
house,independent,sector 39,1.6,17937.0,1.0,1.0,2,2.0,Old Property,892.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,"28.4434° N, 77.0515° E",28.4434,77.0515
house,independent,sector 3,0.8,8155.0,2.0,4.0,1,2.0,Moderately Old,981.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,dlf new town heights,sector 86,1.3,6735.0,3.0,3.0,3,12.0,Moderately Old,1747.0,0.0,1.0,0.0,1.0,0.0,1.0,106.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,la vida by tata housing,sector 113,2.7,16363.0,3.0,4.0,3+,4.0,Relatively New,2217.0,0.0,1.0,0.0,0.0,0.0,2.0,49.0,"28.5287° N, 77.0233° E",28.5287,77.0233
house,independent,sector 4,3.3,14667.0,3.0,3.0,2,1.0,Old Property,2250.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,tulip violet,sector 69,1.4,8840.0,3.0,3.0,2,1.0,Relatively New,1428.0,0.0,0.0,0.0,0.0,0.0,1.0,95.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,signature global synera,sector 81,0.48,8026.0,2.0,2.0,1,14.0,Relatively New,547.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,pareena coban residences,sector 99a,1.35,6761.0,3.0,5.0,3,6.0,New Property,1807.0,0.0,1.0,0.0,0.0,1.0,1.0,60.0,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,shapoorji pallonji joyville gurugram,sector 102,1.25,9876.0,2.0,2.0,2,0.0,Relatively New,1100.0,0.0,0.0,0.0,0.0,0.0,1.0,79.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,smart world orchard,sector 61,1.6,13913.0,2.0,2.0,2,3.0,Under Construction,1278.0,1.0,0.0,0.0,0.0,0.0,1.0,37.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,zara aavaas,sector 104,0.49,6577.0,3.0,2.0,2,7.0,Under Construction,695.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,green court,sector 90,0.45,7188.0,2.0,2.0,1,2.0,New Property,696.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,ats triumph,sector 104,2.65,8412.0,4.0,4.0,3+,14.0,Relatively New,2898.0,0.0,1.0,0.0,0.0,0.0,2.0,21.0,"28.4788° N, 76.9960° E",28.4788,76.996
house,independent,sector 26,4.45,35178.0,4.0,4.0,3,3.0,Old Property,1265.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,ramprastha the edge towers,sector 37d,0.98,5536.0,3.0,3.0,3+,5.0,Relatively New,1675.0,0.0,0.0,0.0,1.0,0.0,1.0,174.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,emaar mgf the palm drive,sector 66,3.5,15909.0,3.0,3.0,3,7.0,Moderately Old,2125.0,0.0,1.0,1.0,0.0,0.0,2.0,149.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,smart world orchard,sector 61,2.3,14110.0,3.0,3.0,2,2.0,Under Construction,1475.0,1.0,0.0,0.0,0.0,0.0,1.0,79.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,ramprasta awho,sector 95,0.92,5257.0,3.0,3.0,3+,13.0,New Property,1750.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,la vida by tata housing,sector 113,3.05,11338.0,3.0,4.0,3,15.0,New Property,2600.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,"28.5287° N, 77.0233° E",28.5287,77.0233
house,vatika signature villas,sector 82,5.0,15432.0,4.0,4.0,3+,3.0,Relatively New,3240.0,0.0,1.0,1.0,1.0,0.0,1.0,24.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,vipul world,sector 48,1.38,9482.0,3.0,3.0,1,2.0,Relatively New,1611.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,ireo skyon,sector 60,3.75,13392.0,4.0,4.0,3,12.0,Relatively New,2650.0,0.0,1.0,0.0,0.0,0.0,2.0,49.0,"28.4003° N, 77.0975° E",28.4003,77.0975
house,independent,sector 23,2.9,11600.0,4.0,4.0,3,2.0,Relatively New,2500.0,0.0,1.0,0.0,0.0,0.0,2.0,43.0,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,godrej aria,sector 79,1.1,7772.0,2.0,2.0,3+,4.0,New Property,1223.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,shree vardhman victoria,sector 70,1.65,8461.0,3.0,3.0,2,6.0,Relatively New,2167.0,1.0,0.0,0.0,0.0,0.0,1.0,72.0,"28.3968° N, 77.0233° E",28.3968,77.0233
house,independent,sector 1,4.75,10556.0,6.0,7.0,0,4.0,Moderately Old,4500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,bestech park view residency,sector 2,0.56,8632.0,1.0,2.0,2,7.0,Moderately Old,723.0,0.0,0.0,0.0,0.0,0.0,1.0,92.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,sbr apartment,manesar,0.68,4456.0,3.0,3.0,3,2.0,Moderately Old,1526.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,tulip violet,sector 69,1.43,8886.0,3.0,3.0,2,1.0,Relatively New,1455.0,0.0,0.0,0.0,1.0,0.0,1.0,86.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,ats tourmaline,sector 109,1.65,7674.0,3.0,3.0,3+,16.0,Relatively New,1946.0,0.0,1.0,0.0,0.0,0.0,2.0,49.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,suncity heights,sector 54,3.25,14118.0,3.0,3.0,3+,0.0,Old Property,2558.0,0.0,0.0,0.0,1.0,0.0,2.0,120.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,orris aster court premier,sector 85,1.45,6839.0,3.0,4.0,2,3.0,New Property,1616.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,alpha corp gurgaonone,sector 84,1.15,7496.0,2.0,2.0,3,14.0,Relatively New,1394.0,1.0,0.0,0.0,0.0,0.0,1.0,28.0,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,adani m2k oyster grande,sector 102,1.95,7561.0,3.0,4.0,3,9.0,Relatively New,2334.0,1.0,1.0,0.0,0.0,0.0,2.0,83.0,"28.4750° N, 76.9715° E",28.475,76.9715
house,independent,sector 28,1.39,11583.0,2.0,2.0,1,3.0,Old Property,1450.0,0.0,0.0,1.0,0.0,0.0,1.0,37.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,dlf regal gardens,sector 90,1.65,7449.0,4.0,4.0,3+,8.0,Relatively New,1900.0,0.0,0.0,0.0,0.0,1.0,1.0,79.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,antriksh heights,sector 84,0.9,6206.0,3.0,3.0,3+,12.0,Relatively New,1525.0,0.0,0.0,0.0,0.0,0.0,1.0,166.0,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,sare crescent parc,sector 92,0.66,4977.0,3.0,2.0,2,15.0,Relatively New,1473.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,puri diplomatic greens,sector 111,3.9,13000.0,4.0,5.0,3+,6.0,Relatively New,2996.0,0.0,1.0,0.0,0.0,0.0,0.0,160.0,"28.5238° N, 77.0320° E",28.5238,77.032
flat,paras dews,sector 106,2.1,8917.0,4.0,6.0,3+,6.0,Relatively New,2131.0,0.0,1.0,0.0,0.0,1.0,1.0,60.0,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,hero homes,sector 104,1.4,15826.0,3.0,2.0,2,4.0,Under Construction,1120.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,raheja vedas,sector 108,2.15,4134.0,3.0,4.0,3+,12.0,Relatively New,4600.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,mapsko paradise,sector 83,0.95,6300.0,3.0,3.0,3,1.0,Moderately Old,1489.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,dlf park place,sector 54,4.85,30180.0,3.0,4.0,3+,6.0,Moderately Old,1607.0245195493706,0.0,1.0,0.0,0.0,0.0,0.0,158.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,conscient heritage max,sector 102,2.0,9306.0,3.0,4.0,3+,13.0,Relatively New,1900.0,1.0,1.0,0.0,0.0,0.0,2.0,174.0,"28.4750° N, 76.9715° E",28.475,76.9715
